CHROMOSOME,STRAND,LOCUS_ID,TSS
Chr1,-,LOC_Os01g22670.1,12747081
Chr1,+,LOC_Os01g19750.1,11208573
Chr1,+,LOC_Os01g19760.1,11211845
Chr1,-,LOC_Os01g21410.1,11955449
Chr1,+,LOC_Os01g21420.1,11957243
Chr1,+,LOC_Os01g21440.2,11970728
Chr1,+,LOC_Os01g22680.1,12751899
Chr1,+,LOC_Os01g22780.1,12804579
Chr1,-,LOC_Os01g19800.1,11234811
Chr1,-,LOC_Os01g23870.1,13438586
Chr1,+,LOC_Os01g17190.1,9887626
Chr1,+,LOC_Os01g17240.1,9913390
Chr1,-,LOC_Os01g18860.1,10660137
Chr1,-,LOC_Os01g18870.1,10666903
Chr1,+,LOC_Os01g15770.1,8883238
Chr1,-,LOC_Os01g15780.1,8892462
Chr1,+,LOC_Os01g15790.1,8892579
Chr1,+,LOC_Os01g16370.1,9293171
Chr1,-,LOC_Os01g17250.1,9921595
Chr1,+,LOC_Os01g17260.2,9928866
Chr1,-,LOC_Os01g17279.1,9947940
Chr1,+,LOC_Os01g17300.1,9954154
Chr1,-,LOC_Os01g16414.4,9323339
Chr1,-,LOC_Os01g16430.1,9329334
Chr1,+,LOC_Os01g17320.1,9962629
Chr1,-,LOC_Os01g17330.2,9969073
Chr1,+,LOC_Os01g14870.1,8334519
Chr1,-,LOC_Os01g14920.1,8362270
Chr1,-,LOC_Os01g14926.1,8365711
Chr1,-,LOC_Os01g14932.1,8375401
Chr1,+,LOC_Os01g15830.1,8917547
Chr1,+,LOC_Os01g16450.1,9339815
Chr1,+,LOC_Os01g16510.1,9370599
Chr1,-,LOC_Os01g17396.2,10011595
Chr1,-,LOC_Os01g17402.1,10015455
Chr1,-,LOC_Os01g17430.1,10027122
Chr1,+,LOC_Os01g14950.1,8382094
Chr1,-,LOC_Os01g14960.1,8388859
Chr1,-,LOC_Os01g15900.1,8952712
Chr1,-,LOC_Os01g14980.1,8398622
Chr1,-,LOC_Os01g14990.1,8402406
Chr1,+,LOC_Os01g15000.1,8404247
Chr1,-,LOC_Os01g15010.1,8419026
Chr1,-,LOC_Os01g15020.1,8430280
Chr1,+,LOC_Os01g15979.1,8988867
Chr1,+,LOC_Os01g15990.1,8994977
Chr1,+,LOC_Os01g16650.1,9445679
Chr1,-,LOC_Os01g18060.1,10119022
Chr1,+,LOC_Os01g18070.1,10119211
Chr1,+,LOC_Os01g18090.1,10136482
Chr1,-,LOC_Os01g15029.1,8447054
Chr1,-,LOC_Os01g15039.1,8451535
Chr1,+,LOC_Os01g16010.1,9013002
Chr1,+,LOC_Os01g16020.1,9018144
Chr1,-,LOC_Os01g16030.1,9024052
Chr1,+,LOC_Os01g16670.1,9454976
Chr1,+,LOC_Os01g16714.1,9488825
Chr1,+,LOC_Os01g18110.1,10144292
Chr1,+,LOC_Os01g18120.1,10148777
Chr1,+,LOC_Os01g18140.1,10159759
Chr1,-,LOC_Os01g18170.1,10169316
Chr1,-,LOC_Os01g15110.1,8479870
Chr1,+,LOC_Os01g15130.1,8490582
Chr1,-,LOC_Os01g16040.1,9028876
Chr1,-,LOC_Os01g16060.1,9046087
Chr1,+,LOC_Os01g16770.1,9526187
Chr1,-,LOC_Os01g16810.1,9569263
Chr1,-,LOC_Os01g18220.1,10203694
Chr1,-,LOC_Os01g15270.1,8546894
Chr1,-,LOC_Os01g15290.1,8557176
Chr1,-,LOC_Os01g16080.1,9061059
Chr1,-,LOC_Os01g16100.1,9071396
Chr1,+,LOC_Os01g16110.1,9074613
Chr1,+,LOC_Os01g18320.1,10291889
Chr1,-,LOC_Os01g15310.1,8574555
Chr1,+,LOC_Os01g16120.1,9088088
Chr1,-,LOC_Os01g16146.1,9117425
Chr1,-,LOC_Os01g16152.1,9121417
Chr1,-,LOC_Os01g16870.3,9638869
Chr1,+,LOC_Os01g18360.1,10312346
Chr1,-,LOC_Os01g15320.1,8577934
Chr1,-,LOC_Os01g15340.1,8586941
Chr1,-,LOC_Os01g15350.1,8599448
Chr1,+,LOC_Os01g15390.1,8627820
Chr1,-,LOC_Os01g16170.1,9140430
Chr1,-,LOC_Os01g16890.1,9661279
Chr1,+,LOC_Os01g15448.1,8657064
Chr1,-,LOC_Os01g15460.1,8664836
Chr1,+,LOC_Os01g15470.1,8682929
Chr1,+,LOC_Os01g16900.1,9665409
Chr1,-,LOC_Os01g15480.1,8699628
Chr1,-,LOC_Os01g15490.1,8708630
Chr1,+,LOC_Os01g16190.1,9166353
Chr1,+,LOC_Os01g16920.1,9679828
Chr1,+,LOC_Os01g16950.1,9690235
Chr1,-,LOC_Os01g16960.1,9699817
Chr1,-,LOC_Os01g16970.1,9709696
Chr1,-,LOC_Os01g18640.1,10500943
Chr1,+,LOC_Os01g18660.1,10509032
Chr1,-,LOC_Os01g16220.1,9181984
Chr1,-,LOC_Os01g16240.1,9198962
Chr1,+,LOC_Os01g16250.1,9201354
Chr1,-,LOC_Os01g16260.1,9211788
Chr1,-,LOC_Os01g18744.1,10565325
Chr1,+,LOC_Os01g15580.1,8751071
Chr1,+,LOC_Os01g15600.1,8759370
Chr1,+,LOC_Os01g16290.1,9225213
Chr1,-,LOC_Os01g16980.1,9712419
Chr1,+,LOC_Os01g17000.1,9733832
Chr1,-,LOC_Os01g17060.1,9796174
Chr1,+,LOC_Os01g15630.1,8786512
Chr1,-,LOC_Os01g15640.1,8797363
Chr1,+,LOC_Os01g16310.1,9245577
Chr1,+,LOC_Os01g16330.1,9259137
Chr1,+,LOC_Os01g17070.1,9816783
Chr1,-,LOC_Os01g15680.2,8822609
Chr1,-,LOC_Os01g16350.1,9272919
Chr1,-,LOC_Os01g16354.1,9279032
Chr1,+,LOC_Os01g17150.1,9859350
Chr1,+,LOC_Os01g17170.1,9874326
Chr1,+,LOC_Os01g34620.2,19089932
Chr1,+,LOC_Os01g32439.1,17792209
Chr1,+,LOC_Os01g32460.1,17798261
Chr1,-,LOC_Os01g31370.1,17161710
Chr1,-,LOC_Os01g32560.1,17860643
Chr1,-,LOC_Os01g29180.1,16349561
Chr1,-,LOC_Os01g33490.1,18439610
Chr1,+,LOC_Os01g33514.1,18446990
Chr1,-,LOC_Os01g31470.1,17218310
Chr1,+,LOC_Os01g32640.1,17894912
Chr1,+,LOC_Os01g32660.1,17904775
Chr1,+,LOC_Os01g29220.1,16364894
Chr1,-,LOC_Os01g29240.1,16393382
Chr1,+,LOC_Os01g31560.1,17260407
Chr1,-,LOC_Os01g31580.1,17274840
Chr1,-,LOC_Os01g32670.1,17912150
Chr1,+,LOC_Os01g29280.1,16415041
Chr1,+,LOC_Os01g29330.1,16435856
Chr1,-,LOC_Os01g33615.1,18503755
Chr1,-,LOC_Os01g33684.1,18540820
Chr1,+,LOC_Os01g31610.1,17301967
Chr1,-,LOC_Os01g31629.2,17325760
Chr1,-,LOC_Os01g32730.1,17951664
Chr1,-,LOC_Os01g29390.2,16479811
Chr1,+,LOC_Os01g29409.1,16480363
Chr1,+,LOC_Os01g33710.1,18555703
Chr1,-,LOC_Os01g32750.1,17968602
Chr1,-,LOC_Os01g32770.1,17977327
Chr1,-,LOC_Os01g32780.1,17993764
Chr1,-,LOC_Os01g32800.1,18002863
Chr1,+,LOC_Os01g29430.1,16495357
Chr1,-,LOC_Os01g29469.1,16518660
Chr1,-,LOC_Os01g33764.1,18588823
Chr1,+,LOC_Os01g33800.1,18600976
Chr1,+,LOC_Os01g31800.1,17420432
Chr1,-,LOC_Os01g32830.1,18017027
Chr1,-,LOC_Os01g32849.1,18030389
Chr1,+,LOC_Os01g33869.1,18626121
Chr1,+,LOC_Os01g31850.1,17444524
Chr1,-,LOC_Os01g31870.1,17465049
Chr1,+,LOC_Os01g32880.1,18051517
Chr1,-,LOC_Os01g32980.1,18111348
Chr1,-,LOC_Os01g33020.1,18138335
Chr1,+,LOC_Os01g29740.1,16659734
Chr1,+,LOC_Os01g29780.1,16684102
Chr1,+,LOC_Os01g34050.1,18749285
Chr1,+,LOC_Os01g34080.1,18763270
Chr1,+,LOC_Os01g34100.1,18780600
Chr1,-,LOC_Os01g33030.1,18142908
Chr1,+,LOC_Os01g33040.1,18150894
Chr1,-,LOC_Os01g33050.2,18163459
Chr1,+,LOC_Os01g29820.1,16706250
Chr1,+,LOC_Os01g29830.1,16716655
Chr1,-,LOC_Os01g29840.1,16722617
Chr1,+,LOC_Os01g34190.1,18847970
Chr1,+,LOC_Os01g34200.1,18853567
Chr1,-,LOC_Os01g31940.1,17491820
Chr1,+,LOC_Os01g33060.1,18163746
Chr1,+,LOC_Os01g29870.1,16731644
Chr1,-,LOC_Os01g32090.1,17567805
Chr1,+,LOC_Os01g32080.1,17560756
Chr1,+,LOC_Os01g33080.1,18186985
Chr1,+,LOC_Os01g33090.1,18205177
Chr1,+,LOC_Os01g30970.1,16928618
Chr1,+,LOC_Os01g34330.1,18923606
Chr1,+,LOC_Os01g32120.1,17581113
Chr1,+,LOC_Os01g32170.1,17605172
Chr1,-,LOC_Os01g32184.1,17626975
Chr1,+,LOC_Os01g31110.1,17012521
Chr1,+,LOC_Os01g34430.1,18979441
Chr1,+,LOC_Os01g34450.1,18992785
Chr1,-,LOC_Os01g33230.1,18303981
Chr1,+,LOC_Os01g34480.1,19009708
Chr1,+,LOC_Os01g32280.1,17697080
Chr1,+,LOC_Os01g32300.1,17708791
Chr1,-,LOC_Os01g33300.1,18354506
Chr1,-,LOC_Os01g33370.1,18376668
Chr1,+,LOC_Os01g34560.1,19059233
Chr1,-,LOC_Os01g34590.1,19073890
Chr1,+,LOC_Os01g34610.1,19079248
Chr1,+,LOC_Os01g32330.1,17740974
Chr1,+,LOC_Os01g32364.1,17756051
Chr1,-,LOC_Os01g27940.1,15624566
Chr1,+,LOC_Os01g27990.1,15644812
Chr1,-,LOC_Os01g29104.1,16300182
Chr1,+,LOC_Os01g26320.1,14924923
Chr1,+,LOC_Os01g26390.1,14964573
Chr1,-,LOC_Os01g28030.1,15676615
Chr1,+,LOC_Os01g24070.1,13570607
Chr1,-,LOC_Os01g24090.1,13584917
Chr1,+,LOC_Os01g25270.1,14264078
Chr1,+,LOC_Os01g25300.1,14290373
Chr1,-,LOC_Os01g25320.1,14303222
Chr1,-,LOC_Os01g26920.1,14998107
Chr1,+,LOC_Os01g28134.1,15760468
Chr1,-,LOC_Os01g25370.1,14333284
Chr1,-,LOC_Os01g25386.1,14357449
Chr1,-,LOC_Os01g25440.1,14398598
Chr1,+,LOC_Os01g24430.1,13775186
Chr1,-,LOC_Os01g24440.1,13779786
Chr1,+,LOC_Os01g24470.1,13794686
Chr1,-,LOC_Os01g24480.1,13804790
Chr1,+,LOC_Os01g25500.1,14453690
Chr1,+,LOC_Os01g25530.1,14471242
Chr1,-,LOC_Os01g24490.1,13809865
Chr1,-,LOC_Os01g24550.1,13839339
Chr1,+,LOC_Os01g24560.1,13842272
Chr1,-,LOC_Os01g25600.1,14513164
Chr1,+,LOC_Os01g25610.1,14513321
Chr1,-,LOC_Os01g25630.1,14531604
Chr1,+,LOC_Os01g27120.1,15118693
Chr1,+,LOC_Os01g27140.1,15124631
Chr1,-,LOC_Os01g27150.1,15139604
Chr1,-,LOC_Os01g28500.1,15959500
Chr1,-,LOC_Os01g28510.1,15967644
Chr1,+,LOC_Os01g24680.1,13887272
Chr1,-,LOC_Os01g27170.1,15157245
Chr1,+,LOC_Os01g28580.1,15992759
Chr1,+,LOC_Os01g24690.1,13896291
Chr1,-,LOC_Os01g24700.1,13900729
Chr1,-,LOC_Os01g25720.2,14581967
Chr1,+,LOC_Os01g25800.1,14611303
Chr1,-,LOC_Os01g27230.1,15188301
Chr1,-,LOC_Os01g27240.1,15195698
Chr1,-,LOC_Os01g24750.1,13927455
Chr1,+,LOC_Os01g24764.1,13934495
Chr1,+,LOC_Os01g24780.1,13941318
Chr1,-,LOC_Os01g25880.1,14683435
Chr1,-,LOC_Os01g27360.1,15283073
Chr1,+,LOC_Os01g24790.1,13957512
Chr1,+,LOC_Os01g27390.1,15291669
Chr1,+,LOC_Os01g24940.1,14047801
Chr1,-,LOC_Os01g25990.2,14738424
Chr1,+,LOC_Os01g28690.2,16062021
Chr1,+,LOC_Os01g24950.1,14059572
Chr1,+,LOC_Os01g24980.1,14077629
Chr1,-,LOC_Os01g26039.1,14764507
Chr1,-,LOC_Os01g28810.1,16141134
Chr1,-,LOC_Os01g28840.1,16154058
Chr1,+,LOC_Os01g25010.1,14101994
Chr1,+,LOC_Os01g26120.1,14793093
Chr1,+,LOC_Os01g26160.1,14809676
Chr1,+,LOC_Os01g27720.1,15453620
Chr1,-,LOC_Os01g27740.3,15478322
Chr1,+,LOC_Os01g27750.1,15479968
Chr1,+,LOC_Os01g28980.1,16227537
Chr1,-,LOC_Os01g25189.1,14233656
Chr1,+,LOC_Os01g27860.1,15562758
Chr1,+,LOC_Os01g42430.1,24126549
Chr1,+,LOC_Os01g42460.1,24136871
Chr1,-,LOC_Os01g42480.1,24154101
Chr1,-,LOC_Os01g40580.1,22916173
Chr1,-,LOC_Os01g40590.1,22923870
Chr1,+,LOC_Os01g40610.1,22931927
Chr1,+,LOC_Os01g40620.1,22948164
Chr1,+,LOC_Os01g39780.1,22436013
Chr1,-,LOC_Os01g42490.1,24162572
Chr1,-,LOC_Os01g40630.1,22959225
Chr1,-,LOC_Os01g40640.1,22983176
Chr1,+,LOC_Os01g41550.1,23515004
Chr1,-,LOC_Os01g39800.1,22449819
Chr1,+,LOC_Os01g39810.1,22450498
Chr1,+,LOC_Os01g40650.1,22983392
Chr1,+,LOC_Os01g40670.1,22988229
Chr1,+,LOC_Os01g38950.1,21878988
Chr1,+,LOC_Os01g41630.1,23569779
Chr1,+,LOC_Os01g41650.1,23581143
Chr1,-,LOC_Os01g41660.1,23586159
Chr1,+,LOC_Os01g39830.1,22466546
Chr1,+,LOC_Os01g40700.1,22999991
Chr1,+,LOC_Os01g40710.1,23003671
Chr1,-,LOC_Os01g40750.1,23026116
Chr1,+,LOC_Os01g40760.1,23030252
Chr1,+,LOC_Os01g38990.1,21917966
Chr1,+,LOC_Os01g41730.1,23624289
Chr1,-,LOC_Os01g39850.1,22476504
Chr1,+,LOC_Os01g39860.1,22489496
Chr1,+,LOC_Os01g40820.1,23073579
Chr1,+,LOC_Os01g40840.1,23090754
Chr1,-,LOC_Os01g39000.2,21927946
Chr1,+,LOC_Os01g39010.1,21933264
Chr1,-,LOC_Os01g41770.1,23642880
Chr1,+,LOC_Os01g39960.1,22534999
Chr1,+,LOC_Os01g39970.1,22538988
Chr1,-,LOC_Os01g39990.1,22554531
Chr1,-,LOC_Os01g40000.1,22561727
Chr1,+,LOC_Os01g40870.1,23113645
Chr1,+,LOC_Os01g39110.1,21992872
Chr1,-,LOC_Os01g39134.1,22027269
Chr1,+,LOC_Os01g41870.2,23728942
Chr1,-,LOC_Os01g41880.1,23744995
Chr1,+,LOC_Os01g41900.1,23760347
Chr1,+,LOC_Os01g40094.1,22617780
Chr1,+,LOC_Os01g39250.1,22074383
Chr1,+,LOC_Os01g41930.1,23775861
Chr1,+,LOC_Os01g41950.1,23782487
Chr1,-,LOC_Os01g42010.1,23819289
Chr1,-,LOC_Os01g40110.1,22628058
Chr1,+,LOC_Os01g39260.1,22082256
Chr1,-,LOC_Os01g39290.1,22099659
Chr1,+,LOC_Os01g42030.1,23838868
Chr1,+,LOC_Os01g42040.1,23843274
Chr1,-,LOC_Os01g40200.1,22688044
Chr1,+,LOC_Os01g39330.1,22138043
Chr1,+,LOC_Os01g42090.1,23864681
Chr1,+,LOC_Os01g42120.1,23881900
Chr1,+,LOC_Os01g41010.2,23224351
Chr1,-,LOC_Os01g42140.1,23888222
Chr1,-,LOC_Os01g42150.1,23890711
Chr1,-,LOC_Os01g42160.1,23897459
Chr1,+,LOC_Os01g42190.1,23911517
Chr1,+,LOC_Os01g42200.1,23914148
Chr1,+,LOC_Os01g42234.1,23923718
Chr1,+,LOC_Os01g40260.1,22731943
Chr1,+,LOC_Os01g40280.1,22742519
Chr1,+,LOC_Os01g41050.1,23247278
Chr1,+,LOC_Os01g40290.1,22747336
Chr1,-,LOC_Os01g40310.1,22755471
Chr1,+,LOC_Os01g40330.1,22767811
Chr1,-,LOC_Os01g41140.1,23292667
Chr1,-,LOC_Os01g41170.1,23312581
Chr1,-,LOC_Os01g41180.1,23313928
Chr1,-,LOC_Os01g39385.1,22195896
Chr1,+,LOC_Os01g41240.1,23343306
Chr1,-,LOC_Os01g40420.1,22823182
Chr1,+,LOC_Os01g41270.1,23356994
Chr1,+,LOC_Os01g41310.1,23376598
Chr1,-,LOC_Os01g40470.1,22859753
Chr1,+,LOC_Os01g41360.1,23402326
Chr1,+,LOC_Os01g41370.1,23408623
Chr1,+,LOC_Os01g41430.1,23456074
Chr1,+,LOC_Os01g39680.1,22379059
Chr1,-,LOC_Os01g42380.1,24082181
Chr1,-,LOC_Os01g40550.1,22902320
Chr1,-,LOC_Os01g40570.1,22910687
Chr1,-,LOC_Os01g37770.1,21128357
Chr1,+,LOC_Os01g37790.1,21138870
Chr1,+,LOC_Os01g37810.1,21150419
Chr1,-,LOC_Os01g37820.1,21155639
Chr1,+,LOC_Os01g37825.1,21159090
Chr1,+,LOC_Os01g34770.1,19173908
Chr1,+,LOC_Os01g35789.1,19823676
Chr1,-,LOC_Os01g36870.1,20538945
Chr1,+,LOC_Os01g37837.1,21175744
Chr1,+,LOC_Os01g37842.1,21181431
Chr1,+,LOC_Os01g37850.1,21184942
Chr1,-,LOC_Os01g35830.1,19848352
Chr1,+,LOC_Os01g36940.1,20595192
Chr1,-,LOC_Os01g36950.1,20602261
Chr1,+,LOC_Os01g37870.4,21195398
Chr1,+,LOC_Os01g37910.1,21230393
Chr1,-,LOC_Os01g34920.1,19302138
Chr1,-,LOC_Os01g35990.1,19914280
Chr1,+,LOC_Os01g36070.1,19959667
Chr1,+,LOC_Os01g37000.1,20640981
Chr1,-,LOC_Os01g37960.1,21270839
Chr1,+,LOC_Os01g37980.1,21275618
Chr1,+,LOC_Os01g34970.1,19352055
Chr1,-,LOC_Os01g36080.1,19970080
Chr1,-,LOC_Os01g37050.1,20671097
Chr1,+,LOC_Os01g37110.1,20714138
Chr1,-,LOC_Os01g37120.1,20722254
Chr1,-,LOC_Os01g38110.1,21344066
Chr1,+,LOC_Os01g35030.1,19378169
Chr1,+,LOC_Os01g35040.1,19389831
Chr1,-,LOC_Os01g35050.3,19405480
Chr1,+,LOC_Os01g36240.1,20061961
Chr1,-,LOC_Os01g37210.2,20786656
Chr1,+,LOC_Os01g37260.2,20805790
Chr1,+,LOC_Os01g38229.1,21414995
Chr1,-,LOC_Os01g35160.2,19458314
Chr1,+,LOC_Os01g36294.1,20124194
Chr1,+,LOC_Os01g37280.1,20816955
Chr1,+,LOC_Os01g35170.1,19466274
Chr1,-,LOC_Os01g35184.2,19477606
Chr1,-,LOC_Os01g36460.1,20242740
Chr1,-,LOC_Os01g35230.1,19508412
Chr1,-,LOC_Os01g37470.1,20941357
Chr1,-,LOC_Os01g37480.1,20945758
Chr1,-,LOC_Os01g37490.1,20951941
Chr1,-,LOC_Os01g38480.1,21626767
Chr1,-,LOC_Os01g38490.1,21627998
Chr1,+,LOC_Os01g38520.1,21633972
Chr1,+,LOC_Os01g35320.1,19547051
Chr1,-,LOC_Os01g35330.2,19550352
Chr1,-,LOC_Os01g36560.1,20290661
Chr1,-,LOC_Os01g36620.1,20319378
Chr1,+,LOC_Os01g36630.1,20322698
Chr1,+,LOC_Os01g37560.3,20987760
Chr1,+,LOC_Os01g37590.1,21038819
Chr1,-,LOC_Os01g38580.1,21669309
Chr1,+,LOC_Os01g36640.1,20327990
Chr1,-,LOC_Os01g36670.1,20364454
Chr1,-,LOC_Os01g37650.1,21063718
Chr1,+,LOC_Os01g37670.1,21068507
Chr1,-,LOC_Os01g37690.1,21076730
Chr1,-,LOC_Os01g38620.1,21704210
Chr1,+,LOC_Os01g38650.1,21713726
Chr1,+,LOC_Os01g38670.1,21719861
Chr1,-,LOC_Os01g36720.1,20388517
Chr1,-,LOC_Os01g37750.1,21115791
Chr1,+,LOC_Os01g37760.1,21118894
Chr1,+,LOC_Os01g49820.2,28605063
Chr1,-,LOC_Os01g49830.1,28621118
Chr1,-,LOC_Os01g48300.2,27681547
Chr1,+,LOC_Os01g49000.1,28136367
Chr1,+,LOC_Os01g49010.1,28161732
Chr1,+,LOC_Os01g47460.1,27123486
Chr1,-,LOC_Os01g47470.1,27134194
Chr1,-,LOC_Os01g49890.1,28655948
Chr1,-,LOC_Os01g49900.1,28660499
Chr1,-,LOC_Os01g48310.1,27685685
Chr1,-,LOC_Os01g48320.1,27692209
Chr1,-,LOC_Os01g48330.1,27702476
Chr1,+,LOC_Os01g48360.1,27714612
Chr1,+,LOC_Os01g46580.1,26527476
Chr1,-,LOC_Os01g46610.1,26537191
Chr1,-,LOC_Os01g49020.1,28167210
Chr1,+,LOC_Os01g49026.1,28173827
Chr1,+,LOC_Os01g49030.1,28176743
Chr1,+,LOC_Os01g49060.1,28187853
Chr1,-,LOC_Os01g48370.1,27721217
Chr1,+,LOC_Os01g46700.1,26591955
Chr1,-,LOC_Os01g49065.1,28196715
Chr1,+,LOC_Os01g47530.1,27171287
Chr1,+,LOC_Os01g48390.2,27733658
Chr1,+,LOC_Os01g48410.1,27742226
Chr1,-,LOC_Os01g48420.1,27747931
Chr1,-,LOC_Os01g48440.1,27761733
Chr1,+,LOC_Os01g46750.1,26628889
Chr1,-,LOC_Os01g49120.1,28238634
Chr1,-,LOC_Os01g47540.1,27183842
Chr1,+,LOC_Os01g47550.1,27185633
Chr1,-,LOC_Os01g48446.1,27782266
Chr1,+,LOC_Os01g49154.1,28246607
Chr1,+,LOC_Os01g49160.1,28249920
Chr1,+,LOC_Os01g49190.1,28277699
Chr1,-,LOC_Os01g47560.1,27200990
Chr1,-,LOC_Os01g47580.1,27230292
Chr1,+,LOC_Os01g47600.1,27236509
Chr1,-,LOC_Os01g47620.1,27246045
Chr1,+,LOC_Os01g48540.1,27840205
Chr1,+,LOC_Os01g48570.1,27852465
Chr1,+,LOC_Os01g46760.1,26652944
Chr1,+,LOC_Os01g49210.1,28289376
Chr1,+,LOC_Os01g49250.1,28312054
Chr1,+,LOC_Os01g47650.1,27257381
Chr1,-,LOC_Os01g47660.1,27268453
Chr1,-,LOC_Os01g47680.1,27274033
Chr1,-,LOC_Os01g48600.1,27867123
Chr1,+,LOC_Os01g48610.1,27868718
Chr1,+,LOC_Os01g48640.1,27883020
Chr1,-,LOC_Os01g48680.1,27920980
Chr1,+,LOC_Os01g46840.1,26717834
Chr1,-,LOC_Os01g46870.1,26735516
Chr1,+,LOC_Os01g49260.1,28319212
Chr1,-,LOC_Os01g49280.1,28328256
Chr1,+,LOC_Os01g49290.1,28330800
Chr1,-,LOC_Os01g49320.1,28356109
Chr1,-,LOC_Os01g47690.1,27278560
Chr1,+,LOC_Os01g47700.1,27281257
Chr1,-,LOC_Os01g47710.1,27292681
Chr1,+,LOC_Os01g47730.1,27301427
Chr1,+,LOC_Os01g48690.1,27922230
Chr1,-,LOC_Os01g46910.1,26769190
Chr1,-,LOC_Os01g46926.1,26784541
Chr1,-,LOC_Os01g46932.1,26788665
Chr1,-,LOC_Os01g46950.1,26795939
Chr1,-,LOC_Os01g49340.1,28370532
Chr1,-,LOC_Os01g49350.1,28374508
Chr1,-,LOC_Os01g49370.1,28381882
Chr1,-,LOC_Os01g47760.1,27327030
Chr1,+,LOC_Os01g47770.1,27336260
Chr1,-,LOC_Os01g48710.1,27930950
Chr1,+,LOC_Os01g48720.1,27938768
Chr1,+,LOC_Os01g48740.1,27956653
Chr1,-,LOC_Os01g46970.1,26805508
Chr1,+,LOC_Os01g46980.1,26811849
Chr1,-,LOC_Os01g46984.1,26823851
Chr1,+,LOC_Os01g49440.1,28431913
Chr1,-,LOC_Os01g49470.1,28458977
Chr1,+,LOC_Os01g47800.1,27357337
Chr1,-,LOC_Os01g47820.1,27377729
Chr1,-,LOC_Os01g48770.2,27968117
Chr1,+,LOC_Os01g48790.1,27983688
Chr1,+,LOC_Os01g47040.1,26862081
Chr1,+,LOC_Os01g47050.1,26872217
Chr1,+,LOC_Os01g47070.1,26885484
Chr1,+,LOC_Os01g49510.1,28479274
Chr1,-,LOC_Os01g47900.1,27420084
Chr1,+,LOC_Os01g48800.1,27995792
Chr1,+,LOC_Os01g48810.1,28009026
Chr1,+,LOC_Os01g48820.1,28012393
Chr1,-,LOC_Os01g48874.1,28051830
Chr1,-,LOC_Os01g47130.1,26924486
Chr1,-,LOC_Os01g47180.1,26969185
Chr1,-,LOC_Os01g49529.1,28496267
Chr1,-,LOC_Os01g49560.1,28503468
Chr1,+,LOC_Os01g49600.1,28522160
Chr1,+,LOC_Os01g49614.1,28524006
Chr1,-,LOC_Os01g48000.1,27476806
Chr1,-,LOC_Os01g48060.1,27507096
Chr1,+,LOC_Os01g49630.1,28534821
Chr1,-,LOC_Os01g49640.1,28538617
Chr1,-,LOC_Os01g49650.1,28539704
Chr1,-,LOC_Os01g49670.1,28545424
Chr1,-,LOC_Os01g48920.1,28076428
Chr1,+,LOC_Os01g47262.2,27008803
Chr1,+,LOC_Os01g47290.1,27031779
Chr1,-,LOC_Os01g48130.2,27560681
Chr1,+,LOC_Os01g48190.1,27601487
Chr1,-,LOC_Os01g48950.1,28089106
Chr1,-,LOC_Os01g47340.1,27050486
Chr1,-,LOC_Os01g47350.1,27054604
Chr1,+,LOC_Os01g47400.1,27081806
Chr1,-,LOC_Os01g49710.1,28567663
Chr1,-,LOC_Os01g48200.1,27608676
Chr1,+,LOC_Os01g48210.1,27624620
Chr1,-,LOC_Os01g48220.1,27633567
Chr1,+,LOC_Os01g48990.1,28126575
Chr1,-,LOC_Os01g47410.1,27092240
Chr1,+,LOC_Os01g47420.1,27095458
Chr1,-,LOC_Os01g49720.1,28569792
Chr1,+,LOC_Os01g49730.1,28572037
Chr1,-,LOC_Os01g49750.1,28576674
Chr1,+,LOC_Os01g49760.1,28578100
Chr1,-,LOC_Os01g49770.1,28586527
Chr1,+,LOC_Os01g48250.1,27656261
Chr1,-,LOC_Os01g48270.1,27666772
Chr1,-,LOC_Os01g48280.1,27671648
Chr1,+,LOC_Os01g45460.1,25792699
Chr1,-,LOC_Os01g45470.1,25801243
Chr1,-,LOC_Os01g45530.1,25843517
Chr1,+,LOC_Os01g45550.1,25863702
Chr1,-,LOC_Os01g46590.1,26527305
Chr1,-,LOC_Os01g43170.1,24639276
Chr1,+,LOC_Os01g44050.1,25234661
Chr1,+,LOC_Os01g44069.1,25257001
Chr1,-,LOC_Os01g45570.1,25883718
Chr1,-,LOC_Os01g45620.1,25922978
Chr1,-,LOC_Os01g42500.1,24166211
Chr1,+,LOC_Os01g42520.1,24181111
Chr1,+,LOC_Os01g43220.1,24691392
Chr1,+,LOC_Os01g44120.1,25288288
Chr1,+,LOC_Os01g45624.1,25923454
Chr1,+,LOC_Os01g45640.1,25926236
Chr1,+,LOC_Os01g45659.1,25931149
Chr1,-,LOC_Os01g45670.1,25934887
Chr1,+,LOC_Os01g45700.1,25949356
Chr1,+,LOC_Os01g45720.1,25957707
Chr1,-,LOC_Os01g42620.2,24245152
Chr1,-,LOC_Os01g42630.1,24249379
Chr1,-,LOC_Os01g43230.1,24697913
Chr1,-,LOC_Os01g43250.1,24708911
Chr1,+,LOC_Os01g43274.1,24714259
Chr1,+,LOC_Os01g43280.1,24739092
Chr1,-,LOC_Os01g44210.1,25351550
Chr1,+,LOC_Os01g45750.1,25973522
Chr1,+,LOC_Os01g45760.1,25994669
Chr1,+,LOC_Os01g42650.1,24255299
Chr1,+,LOC_Os01g43360.1,24792133
Chr1,+,LOC_Os01g45840.1,26036642
